Company,Segment,ProfileURL,CompanyWebsite,Status,Emails,SocialLinks,MetaDescription,ReportPath,Description,Gemini_Analysis
Fanski Group Inc,Global Products,https://www.buildersshow.com/exhibitor/fskgroupinc,,No Website Found,,,,offline_dossier/detailed_reports/fanski-group-inc/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Fantech,Building Materials,https://www.buildersshow.com/exhibitor/fantech,,No Website Found,,,,offline_dossier/detailed_reports/fantech/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
FastenMaster,Building Materials,https://www.buildersshow.com/exhibitor/omgincfastenmaster,,No Website Found,,,,offline_dossier/detailed_reports/fastenmaster/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
"FBT Industrial (Thailand) Co., Ltd",Global Products,https://www.buildersshow.com/exhibitor/fbtindustrialthailandcoltd,,No Website Found,,,,offline_dossier/detailed_reports/fbt-industrial-thailand-co-ltd/report.md,"We are a factory in Thailand, specialized in producing variety of kitchen faucets, bathroom faucets and hoses. Our strength is providing innovative products to meet different market requirements. All of our faucets have  cUPC, NSF61 and NSF372 certificates.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
"Feeney, Inc.",Building Materials,https://www.buildersshow.com/exhibitor/feeneyinc,,No Website Found,,,,offline_dossier/detailed_reports/feeney-inc/report.md,"Feeney, Inc., based in Oakland, California, has been reshaping spaces since 1948, when the brand introduced the original cable railing infill to the U.S. market. Still family-owned and proudly design-driven, Feeney crafts high-performance architectural products that bring style and structure to both indoor and outdoor environments. From sleek aluminum railings and stainless steel cable kits to modern awnings and garden trellises, every product is built to last and made to stand out.  
Feeney believes great design should do more than meet code, it should inspire. That’s why its products are made for creativity, offering a new surface to design with clean lines, bold details, and refined materials. With concierge-level support and a passion for precision, Feeney helps architects, designers, and homeowners bring bold ideas to life. Whether framing a view or defining a space, Feeney blends beauty and function in ways that elevate everyday living.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
FEI Electric,Interior Finishings & Home Living,https://www.buildersshow.com/exhibitor/feielectric,,No Website Found,,,,offline_dossier/detailed_reports/fei-electric/report.md,"About FEI Electric
At FEI Electric, we combine over 36 years of expertise with a commitment to quality, innovation, and service. As a factory‐affiliate supplier, we specialize in delivering premium electrical and lighting solutions designed to meet the evolving needs of residential, multifamily, commercial, and industrial customers. 
What We Do


Outlet Boxes — We offer both metallic and non‐metallic boxes, including PVC and PC non‐metallic types. Our product lines include single‑gang, double‑gang, three‑ and four‑gang boxes, old‑work and new‑work styles, fan boxes, ceiling boxes, and more.  


Fiberglass Boxes — For specialized applications, we also supply a variety of fiberglass outlet boxes in multiple gang sizes and shapes (including round) to meet demanding insulation, exposure, or durability requirements.  


Lighting Fixtures — Our lighting offerings span several categories: ceiling fans, ceiling‑mounted fixtures, outdoor lights, pendants, track/spot lighting, vanity lights, and wall lamps.  


Electrical Devices & Wiring — We produce wires suited for conduit and cable‑tray use, rated for commercial or industrial applications. Our USB receptacles and other devices include modern safety and performance features like heat detection and multi‑port charging.  


HVAC & Duct Products — We support the heating, ventilation, and air conditioning sector with a broad catalog: insulated flexible ducts, foil flexible ducts, PET insulated ducts, non‑woven and nylon fire‑retardant flexible ducts, semi‑rigid and stainless steel ducts, and various sound or joint silencers.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Felder Group USA,"Construction Tools, Systems, Equipment, & Safety",https://www.buildersshow.com/exhibitor/feldergroupusa,,No Website Found,,,,offline_dossier/detailed_reports/felder-group-usa/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
"Feltcombo Material Suzhou Co., LTD.",Building Materials,https://www.buildersshow.com/exhibitor/feltcombomaterialsuzhoucoltd,,No Website Found,,,,offline_dossier/detailed_reports/feltcombo-material-suzhou-co-ltd/report.md,"FeltCombo — China’s top acoustic-panel Manufacturer delivering one-stop acoustic solutions.We design, produce and sell:• PET acoustic panels & felts• Acoustic wood-slat panels• Slat-panel backboardsWe have 3 advanced plants in Jiangsu, Shandong & Guangdong, plus a Thailand factory on-line since 2023.Capacity:• 12 PET-panel lines (4 German-engineered)• 16 wood-slat panel lines• 20 CNC cutters, 4 HD printers, thermal-forming & water-jet finishing for OEM projects15 years of PET acoustic mastery: recycled-core panels, screens & partitions that reduce noise, meet ASTM E84 A & EN 13501 B fire tests, and ship in custom color, print or 3-D carve you dream up.",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Festa Radon Technologies,"Construction Tools, Systems, Equipment, & Safety",https://www.buildersshow.com/exhibitor/festaradontechnologies,,No Website Found,,,,offline_dossier/detailed_reports/festa-radon-technologies/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Fiberon,"Outdoor Living, Leisure, & Modular Structures",https://www.buildersshow.com/exhibitor/fiberon,,No Website Found,,,,offline_dossier/detailed_reports/fiberon/report.md,"Founded in 1997, Fiberon is a leading U.S. manufacturer of wood-alternative decking, railing and cladding products distributed worldwide. 
The perfect mix of science and art delivers a super-natural decking material designed to respect nature while outperforming it. 

Fiberon products are available in a wide range of styles and price points, all providing the warmth and beauty of natural wood without the costly, time-consuming maintenance.
With a goal of improving sustainability and environmental responsibility, Fiberon PE composite decking contains a minimum of 94% recycled content.
Accessories including outdoor furniture and lighting are available through Fiberon to help you create a complete outdoor living experience.
Fiberon products are sold throughout North America, and to more than 40 countries in Europe, Asia, Africa, Oceania and Central and South America.
Fiberon is part of Fortune Brands Innovations, Inc. (NYSE: FBIN)",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Fibo AS,Building Materials,https://www.buildersshow.com/exhibitor/fiboas,,No Website Found,,,,offline_dossier/detailed_reports/fibo-as/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Fibrotech,Interior Finishings & Home Living,https://www.buildersshow.com/exhibitor/fibrotech,,No Website Found,,,,offline_dossier/detailed_reports/fibrotech/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
FI-FOIL®,Building Materials,https://www.buildersshow.com/exhibitor/fifoilcompanyinc,,No Website Found,,,,offline_dossier/detailed_reports/fi-foil/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Figure,"Outdoor Living, Leisure, & Modular Structures",https://www.buildersshow.com/exhibitor/figurecom,,No Website Found,,,,offline_dossier/detailed_reports/figure/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Finance of America Commercial,Business Management & Professional Services,https://www.buildersshow.com/exhibitor/financeofamericacommercial,,No Website Found,,,,offline_dossier/detailed_reports/finance-of-america-commercial/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
FINEFIX FASTENERS INC,Building Materials,https://www.buildersshow.com/exhibitor/finefixfastenersinc,,No Website Found,,,,offline_dossier/detailed_reports/finefix-fasteners-inc/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Fire Rover,"Construction Tools, Systems, Equipment, & Safety",https://www.buildersshow.com/exhibitor/firerover,,No Website Found,,,,offline_dossier/detailed_reports/fire-rover/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
Fireplace Xtrordinair & DaVinci Custom Fireplaces,Interior Finishings & Home Living,https://www.buildersshow.com/exhibitor/fireplacextrordinair,,No Website Found,,,,offline_dossier/detailed_reports/fireplace-xtrordinair-davinci-custom-fireplaces/report.md,Please stop by and visit our booth,Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
FireStorm Building Products,Building Materials,https://www.buildersshow.com/exhibitor/firestormbuildingproducts,,No Website Found,,,,offline_dossier/detailed_reports/firestorm-building-products/report.md,"FireStorm® Building Products are wildfire defense...for home! Affordable, easy to install and product options to fit every project. Our Ember Vents™, EmberMesh™ and fire-rated gutter guards are Wildfire Prepared Home and California's new CWUI compliant. FireStorm products have been proven effective under real wildfire conditions, helping thousands of families strengthen their homes and meet state and insurance wildfire safety requirements.Explore Our Fire-Resistant Solutions and join a community committed to wildfire resilience → FireStormBuildinProducts.com",Error: 400 Client Error: Bad Request for url: https://generativelanguage.googleapis.com/v1beta/models/gemini-1.5-flash:generateContent?key=%E2%80%98AIzaSyBumuHjQ2yMTUQyf1UPDNrMBEsfhy6pcRk%E2%80%99
