gez;neci;Company;Segment;City;State/Country;Booth;Website;Description;Role;Status;Emails;SocialLinks;MetaDescription;ReportPath;Extracted_Products;Extracted_Services;Inferred_Website
n;;Design Basics Home Plans;Business Management & Professional Services;Lakeway;Texas;S9045;https://www.buildersshow.com/exhibitor/designbasicshomeplans;"See brand new house plans debuting at this year’s Show. At Design Basics, we’re passionate about residential design. Buyer preferences are evolving – have your home plans kept up? Whether selecting from our plan service collection of 1000+ Single-Family, Duplex, Triplex or Quadplex home plans; custom designing a single home or an entire development; or our unique ""makeover"" service where we update your existing plans with today's most sought-after amenities; Design Basics can help you sell more homes through better design. Additionally, Design Basics and our family of residential design firms, including Scholz Design, Carmichael & Dame, Plan Pros Inc. and Felice Woods Design, work with numerous building systems to produce plans for SIP, ICF, Modular, and Panelized homes. Be sure to stop by our booth - S9045 for our amazing IBS Show Special to save hundreds or even thousands of dollars on house plans!";Service;No Website Found;;;;offline_dossier/detailed_reports/design-basics-home-plans/report.md;Single-Family home plans, Duplex home plans, Triplex home plans, Quadplex home plans;custom designing, plan makeover service, producing plans for SIP homes, producing plans for ICF homes, producing plans for Modular homes, producing plans for Panelized homes;designbasics.com
n;;DFY Builder Systems;Business Management & Professional Services;Meridian;Idaho;S2037;https://www.buildersshow.com/exhibitor/dfybuildersystems;;Service;No Website Found;;;;offline_dossier/detailed_reports/dfy-builder-systems/report.md;;;
;;Diamond Kote;Building Materials;Schofield;Wisconsin;W2523;https://www.buildersshow.com/exhibitor/wausausupplyco;;Product;No Website Found;;;;offline_dossier/detailed_reports/diamond-kote/report.md;;;
n;;Diamondback Tool;Construction Tools, Systems, Equipment, & Safety;Charlottesville;Virginia;S13171;https://www.buildersshow.com/exhibitor/diamondbacktool;;Product;No Website Found;;;;offline_dossier/detailed_reports/diamondback-tool/report.md;;;
;;Digger Specialties Inc.;Outdoor Living, Leisure, & Modular Structures;Bremen;Indiana;P1019;https://www.buildersshow.com/exhibitor/diggerspecialtiesinc;;Product;No Website Found;;;;offline_dossier/detailed_reports/digger-specialties-inc/report.md;;;
n;;Digs;Business Management & Professional Services;Vancouver;Washington State;S4064;https://www.buildersshow.com/exhibitor/digs;"Digs is an AI-powered collaboration platform for home builders that streamlines every stage of a build, from pre-construction through warranty and aftercare. With smart tools for document & data organization, project communication, and digital homeowner handoffs, Digs makes builds more efficient while reducing manual tasks and costly rework. Homeowners also receive a digital record of their home, like a ""Carfax"" for the home, with 2600% more information than a traditional physical binder, giving them confidence and clarity long after move-in.";Service;No Website Found;;;;offline_dossier/detailed_reports/digs/report.md;AI-powered collaboration platform, digital homeowner handoffs, digital record of home (like a 'Carfax' for the home);document & data organization, project communication, warranty and aftercare services;digs.com
n;;DIMENSIONAL PERCEPTION TECHNOLOGY;Business Management & Professional Services;ORLANDO;Florida;S7209;https://www.buildersshow.com/exhibitor/dimensionalperceptiontechnolog;;Service;No Website Found;;;;offline_dossier/detailed_reports/dimensional-perception-technology/report.md;;;
;;Dimplex Electric Fireplaces;Interior Finishings & Home Living;Cambridge;Ontario, Canada;S14022;https://www.buildersshow.com/exhibitor/dimplexelectricfireplaces;Dimplex is a global leader in electric fireplaces and electric heating solutions, trusted for over 25 years to deliver comfort, style, and innovation. Our award-winning technologies—like Revillusion® and Optimyst®—set the standard for realistic flame effects and energy-efficient design. Whether for residential, commercial, or industrial spaces, Dimplex redefines what’s possible in flame technology. Visit us at Booth #S14022 or explore our full range of electric fireplaces and heating solutions at http://www.dimplex.com.;Product;;;;;;electric fireplaces, electric heating solutions, Revillusion, Optimyst;;
n;;Direct PTT Inc.;Construction Tools, Systems, Equipment, & Safety;Davie;Florida;S11270;https://www.buildersshow.com/exhibitor/directpttinc;;Product;No Website Found;;;;offline_dossier/detailed_reports/direct-ptt-inc/report.md;;;
n;;DMSi Software;Business Management & Professional Services;Omaha;Nebraska;S2039;https://www.buildersshow.com/exhibitor/dmsisoftware;;Service;No Website Found;;;;offline_dossier/detailed_reports/dmsi-software/report.md;;;
;;DMX Membranes Limited;Building Materials;Brampton;Ontario, Canada;W7979;https://www.buildersshow.com/exhibitor/dmxplasticslimited;;Product;No Website Found;;;;offline_dossier/detailed_reports/dmx-membranes-limited/report.md;;;
n;;Docket;Business Management & Professional Services;Palo Alto;California;S11171;https://www.buildersshow.com/exhibitor/docketai;;Service;No Website Found;;;;offline_dossier/detailed_reports/docket/report.md;;;
;;Dog-ON-It-Parks;Outdoor Living, Leisure, & Modular Structures;Everett;Washington State;S6198;https://www.buildersshow.com/exhibitor/dogonitparks;Your dog park experts! As the first company in the US to specialize exclusively in dog parks and dog park products, we've been manufacturing quality dog park agility products since 2009. We offer over 50, US-made dog agility components plus a wide range of furnishings including water fountains, seating, shade shelters, waste pick up solutions and shade shelters. Even better? With free customization on select dog agility products, a lifetime warranty against rust, nationwide installation services, and corporate pricing, we make it easy and cost effective for you to design and outfit any dog park. Woof!;Product;No Website Found;;;;offline_dossier/detailed_reports/dog-on-it-parks/report.md;over 50, US-made dog agility components, water fountains, seating, shade shelters, waste pick up solutions;free customization on select dog agility products, nationwide installation services;dogonitparks.com
n;;Dominion Financial Services;Business Management & Professional Services;Baltimore;Maryland;S4189;https://www.buildersshow.com/exhibitor/dominionfinancialservices;;Service;No Website Found;;;;offline_dossier/detailed_reports/dominion-financial-services/report.md;;;
n;;Dongguan Dovoh Laser Instrument Co., Ltd.;Construction Tools, Systems, Equipment, & Safety;;China;S9195;https://www.buildersshow.com/exhibitor/dovohlaserinstrumentcoltd;Dongguan DOVOH Laser Instrument Co., Ltd. (DOVOH) was established in 2014 in Dongguan, Guangdong, China. We specialize in the design and production of professional laser levels for construction, woodworking, engineering, and other applications. Today, DOVOH is recognized as one of the leading enterprises providing ODM and OEM services worldwide. With a strong R&D team, we continuously advance the development of high precision laser levels. Our products meet international standards, including CE, RoHS, FCC, and UKCA certifications. Additionally, they undergo rigorous reliability testing, such as drop tests, IP54-rated protection, and high-accuracy assessments. DOVOH laser levels have been exported to more than 20 countries and regions across Asia, Europe, North America, and South America. Committed to continuous innovation and improvement, the company strives to deliver high-quality products that satisfy the evolving demand of our customers. We welcome collaboration with customers worldwide and look forward to building strong partnerships.;Product;No Website Found;;;;offline_dossier/detailed_reports/dongguan-dovoh-laser-instrument-co-ltd/report.md;laser levels;ODM, OEM;dovohlaser.com
;;Dongguan Mingren Industry Co., Ltd;Interior Finishings & Home Living;Dongguan, Guangdong;China;W8361;https://www.buildersshow.com/exhibitor/dongguanmingrenindustrycoltd;Mingren company is a large manufacturer of doors, walls, cabinets, fire doors, plywood, melamine plywood. It has cooperated with customers such as Hyundai, Samsung, and POSCO in South Korea, and Vanke, China Overseas, Yuexiu in China.The company's decorative panel bending technology has obtained a Chinese invention patent, and this innovative technology has completely changed the traditional production process of wooden products, making the production efficiency increased dozens or even hundreds of times. The company covers an area of over 100,000 square meters. The annual production capacity includes over 600,000 sets of wooden doors and 100,000 cubic meters of plywood, with an annual output value of over 150 million USD.;Product;No Website Found;;;;offline_dossier/detailed_reports/dongguan-mingren-industry-co-ltd/report.md;doors, walls, cabinets, fire doors, plywood, melamine plywood;;mingren.com
;;Dongguan Zhifang Construction Technology Co., Ltd;Global Products;Dongguan, Guangdong;China;W9145;https://www.buildersshow.com/exhibitor/dongguanzhifangconstructiontec;Dafang Ai is a company specializing in the design and production of intelligent construction robots, which can autonomously perform wall/ceiling finishing construction and renovation. These robots have been widespread applied in construction sites of Italy, Canada, Dubai, Singapore, Taiwan, Hong Kong, and mainland China. Our team members are from Google, Huawei, Telstra, NYSE and other intelligent equipment leading companies, with innovation and rich experience in equipment manufacturing.;Product;No Website Found;;;;offline_dossier/detailed_reports/dongguan-zhifang-construction-technology-co-ltd/report.md;intelligent construction robots;design and production of intelligent construction robots;dongguanzhifangconstructiontechnology.com
