Company,Segment,City,State/Country,Booth,Website,Description,Role
Climate Adhesive/Sealant,Building Materials,Kalamazoo,Michigan,W8288,https://www.buildersshow.com/exhibitor/climateadhesivesealant,"Climate, Inc. manufactures 3 high-performance adhesives/sealants: Climate Non-Slump (NS) Adhesive, the durable, elastic framing shock-absorber, lends 250+% structural resilience to sustainable buildings (vs. nails). NS enables the Climate Storm Blocks (CSB) retrofit system (engineered wood wedges + NS adhesive); Climate Self-Leveling (SL) sealant for concrete joint connections/roof penetrations; and workhorse Climate General Purpose (GP) for window/door sealant + hardscaping applications.",Product
Clopay Corporation,Building Materials,Mason,Ohio,W2950,https://www.buildersshow.com/exhibitor/clopaycorporation,"Founded in 1964, Clopay Corporation (“Clopay”) is the largest manufacturer and marketer of garage doors and rolling steel doors in North America. The company sells residential and commercial overhead sectional doors through leading home center retail chains and a network of over 3,000 independent professional dealers under the brands Clopay®, Ideal Door®, and Holmes Garage Door Company®. Rolling steel doors and grilles for commercial, industrial, institutional, and retail use are sold under the Cornell® and Cookson® brands. 
Clopay is headquartered in Mason, Ohio, and operates four manufacturing facilities and 57 distribution centers.",Product
ClosetMaid PRO,Interior Finishings & Home Living,Orlando,Florida,S10017,https://www.buildersshow.com/exhibitor/closetmaid,Please stop by and visit our booth,Product
Cloud Pretzel,Business Management & Professional Services,Boston,Massachusetts,S2041,https://www.buildersshow.com/exhibitor/cloudpretzel,Please stop by and visit our booth,Service
Clouds Inc.,Interior Finishings & Home Living,New York,New York,W5653,https://www.buildersshow.com/exhibitor/cloudsinc,"Clouds Inc. is a pioneer at the intersection of infrastructure, AI, and sustainability. Our platform, Evoke™, transforms static spaces into intelligent, adaptive ecosystems that sense, learn, and optimize in real time—enhancing human wellbeing and planetary health while unlocking scalable impact across industries.",Product
Coastal Equity Group,Business Management & Professional Services,Charleston,South Carolina,S2065,https://www.buildersshow.com/exhibitor/coastalequitygroup,Please stop by and visit our booth,Service
Coastal Hardware Store,Interior Finishings & Home Living,Delray Beach,Florida,S10108,https://www.buildersshow.com/exhibitor/coastalhardwarestore,"Coastal Hardware Store is a family-owned and operated online retailer dedicated to delivering premium hardware with a personal touch. We’ve built an easy-to-use, beautifully designed website that makes online hardware shopping simple, seamless, and inspiring—whether you’re browsing from a job site, office, or home. 
We proudly serve a diverse range of customers, from first-time DIYers, homeowners, and remodelers to designers, contractors, facilities managers, and commercial developers. Our customers trust us for quality, reliability, and style across every project—whether it’s maintaining the authenticity of a historic restoration, refreshing a modern living space, or managing large-scale construction. 
Our curated selection features top brands like Emtek, Baldwin, Deltana, Kwikset, Schlage, and more—ensuring access to the best in design, performance, and durability. From door and cabinet hardware to bathroom accessories and commercial-grade fixtures, we offer products that blend craftsmanship, functionality, and innovation, including smart-home and connected hardware solutions. 
At Coastal Hardware Store, we believe that online shopping should feel personal, straightforward, and dependable. Our knowledgeable team is dedicated to helping customers find the perfect fit, finish, and style for every space—backed by exceptional customer service and expert support. 
Quality hardware. Personal service. Timeless design.Discover the difference at CoastalHardwareStore.com",Product
Coastal Supply Company,Building Materials,Delray Beach,Florida,S9113,https://www.buildersshow.com/exhibitor/coastalsupplycompany,"Coastal Supply CompanyYour Trusted Partner for Quality Construction Materials 
Coastal Supply Company, family-owned since 2009, brings four generations of construction experience to South Florida. We serve homeowners, contractors, designers, and builders, providing premium products, expert guidance, and custom solutions for any project. 
From impact-resistant windows and fiberglass doors to decorative shutters, hardware, and specialty millwork, we carry top-quality materials from trusted brands. As a licensed full-service contractor with an on-site millwork facility, we can supply, customize, and install the right products for your needs. 
Depend on Coastal Supply Company for quality, service, and expertise you can trust—every time.",Product
CoFair Products Inc,Building Materials,Morton Grove,Illinois,W6683,https://www.buildersshow.com/exhibitor/cofairproductsinc,Please stop by and visit our booth,Product
CoFi Lending,Business Management & Professional Services,Pleasant Grove,Utah,S4000,https://www.buildersshow.com/exhibitor/cofi,"CoFi Lending specializes in single-family, multifamily, modular, and rehab construction financing, offering innovative solutions that simplify loan origination and servicing. Renowned for exceptional client service, CoFi empowers developers and builders with streamlined processes, customized financial products, and industry expertise. With a commitment to innovation, CoFi transforms complex construction finance challenges into seamless, efficient experiences for its clients. 
Our proprietary construction draw software is a fully supported platform that streamlines draw processing, project budget management, compliance checks, and more, for all of your active CoFi construction loans. 
Should you have any questions, please do not hesitate to contact us Monday - Friday, 9:00 a.m. to 5:00 p.m. MST, at (435) 557-0412. We can also be reached via email at loans@cofilending.com.",Service
Colombian Construction Chamber,"Outdoor Living, Leisure, & Modular Structures","Medellin, Antioquia",Colombia,S5129,https://www.buildersshow.com/exhibitor/colombianconstructionchamber,Please stop by and visit our booth,Product
"COMAI Intelligent Technology Co., Ltd.",Interior Finishings & Home Living,"Taizhou, Zhejiang",China,W8558,https://www.buildersshow.com/exhibitor/comaiintelligenttechnologycolt,Please stop by and visit our booth,Product
Combilift,Building Materials,,Ireland,S8195,https://www.buildersshow.com/exhibitor/combiliftusa,Please stop by and visit our booth,Product
Comercializadora Mundial de Monterrey SA de CV,Building Materials,"Garcia, Nuevo León",Mexico,W8370,https://www.buildersshow.com/exhibitor/comercializadoramundialdemonte,Please stop by and visit our booth,Product
Compack 180 – Folding Door System,Interior Finishings & Home Living,Lake Worth Beach,Florida,S10029,https://www.buildersshow.com/exhibitor/compack180–foldingdoorsystem,Please stop by and visit our booth,Product
CompanyCam,Business Management & Professional Services,Lincoln,Nebraska,S4037,https://www.buildersshow.com/exhibitor/companycam,"CompanyCam is a photo-based solution that makes it insanely easy for you and your crews to keep track of your projects. Photos taken in CompanyCam are automatically time-stamped, sent to the cloud, saved by project location, and available to your whole team. Use arrows, comments, drawings, and tags to add context to your photos so everyone is on the same page. Create project timelines, photo galleries, reports, and professional Before & Afters right in the app. Know exactly what’s happening at each job with every photo, video, and convo in one place.",Service
